,Kanji,Onyomi,Kunyomi,English,Examples,JLPT Level,Number of Strokes,Kanji Radical,Radical Number,Radical Strokes,Radical Reading
1361,兼,ケン,か.ねる、-か.ねる,"concurrently, and","兼ねる(かねる): (1) to be unable to; to find difficult (unpleasant, awkward, painful) to do (2) to serve two or more functions or roles simultaneously; to contain (or combine) two or more features (3) to work in two or more jobs simultaneously (positions, etc.); to do alongside (4) to hesitate to do something (out of consideration for others) (5) to think of the future (as well as the present)<br>気兼ね(きがね): hesitance; diffidence; feeling constraint; fear of troubling someone; having scruples about doing something<br>兼業(けんぎょう): side line; second business<br>兼用(けんよう): multi-use; combined use; combination; serving two purposes",1,10.0,八,12.0,2.0,はち・は・はちがしら
1362,旨,シ,むね、うま.い,"delicious, relish, show a liking for, purport, will, clever, expert",旨い(うまい): (1) skillful; clever; expert; wise; successful (2) delicious; appetizing; appetising (3) fortunate; splendid; promising<br>趣旨(しゅし): (1) meaning; point (e.g. of a statement); gist; effect (2) goal; intent; object; aim; point<br>要旨(ようし): point; essentials; gist; summary; fundamentals,1,6.0,日,72.0,4.0,ひ・ひへん・にち・にちへん
1363,即,ソク,つ.く、つ.ける、すなわ.ち,"instant, namely, as is, conform, agree, adapt",即する(そくする): to conform to; to agree with; to be adapted to; to be based on<br>即ち(すなわち): that is; namely; i.e.<br>即座に(そくざに): immediately; right away; on the spot<br>即(そく): (1) instantly; immediately; at once (2) that is (to say); namely,1,7.0,卩,26.0,2.0,ふし・ふしづくり・わりふ
1364,柳,リュウ,やなぎ,willow,,1,9.0,木,75.0,4.0,き・きへん
1365,偽,ギ、カ,いつわ.る、にせ、いつわ.り,"falsehood, lie, deceive, pretend, counterfeit, forgery",偽造(ぎぞう): forgery; falsification; fabrication; counterfeiting<br>偽物(にせもの): spurious article; forgery; counterfeit; imitation; sham,1,11.0,人,9.0,2.0,ひと・にんべん・ひとやね
1366,覇,ハ、ハク,はたがしら,"hegemony, supremacy, leadership, champion",,1,19.0,襾,146.0,6.0,にし・かなめのかしら・おおいかんむり
1367,詳,ショウ,くわ.しい、つまび.らか,"detailed, full, minute, accurate, well-informed",詳しい(くわしい): (1) detailed; full; accurate (2) knowing very well; well-acquainted; well-informed<br>詳細(しょうさい): detail; particulars,1,13.0,言,149.0,7.0,こと・げん・ごんべん・ことば
1368,抵,テイ,,"resist, reach, touch",抵抗(ていこう): (1) resistance; opposition (2) reluctance; repulsion; repugnance (3) resistance; drag; friction (4) electrical resistance (5) resistor<br>大抵(たいてい): (1) mostly; ordinarily; usually; generally (2) probably (3) most; almost all (4) (before a neg. form) ordinary (5) proper; appropriate; moderate,1,8.0,手,64.0,4.0,て・てへん
1369,脅,キョウ,おびや.かす、おど.す、おど.かす,"threaten, coerce",脅迫(きょうはく): threat; menace; coercion; terrorism<br>脅す(おどす): to threaten; to menace<br>脅かす(おどかす): (1) to threaten; to menace (2) to startle; to surprise,1,10.0,肉,130.0,6.0,にく・にくづき
1370,茂,モ,しげ.る,"overgrown, grow thick, be luxuriant",茂る(しげる): to grow thickly; to be in full leaf; to be rampant; to luxuriate; to be luxurious,1,8.0,艸,140.0,6.0,くさ・くさかんむり
1371,犠,ギ、キ,いけにえ,sacrifice,犠牲(ぎせい): victim; sacrifice; scapegoat,1,17.0,牛,93.0,4.0,うし
1372,距,キョ,へだ.たる、けづめ,long-distance,距離(きょり): distance; range,1,12.0,足,157.0,7.0,あし・あしへん
1373,雅,ガ,みや.び,"gracious, elegant, graceful, refined",雅致(がち): artistry; good taste; elegance; grace,1,13.0,隹,172.0,8.0,ふるとり
1374,飾,ショク,かざ.る、かざ.り,"decorate, ornament, adorn, embellish",飾り(かざり): decoration<br>装飾(そうしょく): ornament<br>飾る(かざる): to decorate; to ornament; to adorn<br>着飾る(きかざる): to dress up<br>首飾り(くびかざり): necklace; choker<br>修飾(しゅうしょく): (1) ornamentation; embellishment; decoration; adornment; polish up (writing) (2) modification; qualification,1,13.0,食,184.0,9.0,しょく・しょくへん
1375,網,モウ,あみ,"netting, network",網(あみ): (1) net; netting (2) web,1,14.0,糸,120.0,6.0,いと・いとへん
1376,竜,リュウ、リョウ、ロウ,たつ、いせ,"dragon, imperial",,1,10.0,龍,212.0,16.0,りゅう
1377,繁,ハン,しげ.る、しげ.く,"luxuriant, thick, overgrown, frequency, complexity, trouble",繁栄(はんえい): prospering; prosperity; thriving; flourishing<br>頻繁(ひんぱん): frequent; incessant<br>繁殖(はんしょく): breed; multiply; increase; propagation<br>繁盛(はんじょう): prosperity; flourishing; thriving,1,16.0,糸,120.0,6.0,いと・いとへん
1378,翼,ヨク,つばさ,"wing, plane, flank","""翼(つばさ): (1) wing (2) Chinese """"Wings"""" constellation (one of the 28 mansions) (3) counter for birds or bird wings""",1,17.0,羽,124.0,6.0,はね
1379,潟,セキ,かた、-がた,lagoon,,1,15.0,水,85.0,4.0,みず・したみず・さんずい
1380,魅,ミ,,"fascination, charm, bewitch",魅力(みりょく): charm; fascination; glamour; glamor; attraction; appeal,1,15.0,鬼,194.0,10.0,おに・きにょう
1381,嫌,ケン、ゲン,きら.う、きら.い、いや,"dislike, detest, hate",嫌(いや): disagreeable; detestable; unpleasant; reluctant<br>嫌い(きらい): (1) dislike; hate (2) suspicion; tendency; smack (of)<br>機嫌(きげん): (1) humour; humor; temper; mood; spirits (2) safety; health; well-being; one's situation (3) in a good mood; in high spirits; happy; cheery; merry; chipper<br>嫌う(きらう): to hate; to dislike; to loathe<br>嫌らしい(いやらしい): unpleasant; disgusting; repulsive; detestable; disagreeable; indecent; lewd; dirty; lascivious<br>好き嫌い(すききらい): likes and dislikes; pickiness (about food); choosiness; fussiness; tastes; preferences<br>嫌がる(いやがる): to hate; to dislike<br>嫌に(いやに): awfully; terribly,1,13.0,女,38.0,3.0,おんな・おんなへん
1382,斉,セイ、サイ,そろ.う、ひと.しい、ひと.しく、あたる、はやい,"adjusted, alike, equal, similar variety of",一斉(いっせい): simultaneous; all at once,1,8.0,齊,210.0,14.0,さい・せい・ととのえる
1383,敷,フ,し.く、-し.き,"spread, pave, sit, promulgate",敷地(しきち): site; plot; lot; grounds<br>屋敷(やしき): residence; estate; grounds; premises; mansion<br>座敷(ざしき): (1) tatami room; tatami mat room; formal Japanese room (2) dinner party in a tatami room<br>敷く(しく): (1) to spread out; to lay out (2) to take a position (3) to impose widely (e.g. over a city)<br>風呂敷(ふろしき): wrapping cloth; cloth wrapper,1,15.0,攴,66.0,4.0,ぼくにょう・ぼくづくり・とまた・のぶん・しぶん
1384,擁,ヨウ,,"hug, embrace, possess, protect, lead",,1,16.0,手,64.0,4.0,て・てへん
1385,圏,ケン,かこ.い,"sphere, circle, radius, range","""圏(けん): (1) sphere; circle; range (2) category (only in the context of """"category theory"""")""",1,12.0,囗,31.0,3.0,くに・くにがまえ
1386,罰,バツ、バチ、ハツ,ばっ.する,"penalty, punishment",罰(ばち): (divine) punishment; curse; retribution<br>処罰(しょばつ): punishment<br>罰する(ばっする): to punish; to penalize; to penalise<br>刑罰(けいばつ): judgement; judgment; penalty; punishment<br>罰(ばつ): punishment; penalty,1,14.0,网,122.0,6.0,あみ・あみがしら・あみめ・よこめ・よんかしら
1387,滅,メツ,ほろ.びる、ほろ.ぶ、ほろ.ぼす,"destroy, ruin, overthrow, perish",絶滅(ぜつめつ): destruction; extinction<br>滅亡(めつぼう): downfall; ruin; collapse; destruction<br>滅びる(ほろびる): to be ruined; to go under; to perish; to be destroyed<br>全滅(ぜんめつ): annihilation; total destruction; complete destruction; crushing defeat<br>滅多に(めったに): rarely; seldom<br>滅ぼす(ほろぼす): to destroy; to overthrow; to wreck; to ruin,1,13.0,水,85.0,4.0,みず・したみず・さんずい
1388,礎,ソ,いしずえ,"cornerstone, foundation stone",基礎(きそ): foundation; basis,1,18.0,石,112.0,5.0,いし・いしへん
1389,腐,フ,くさ.る、-くさ.る、くさ.れる、くさ.れ、くさ.らす、くさ.す,"rot, decay, sour",腐敗(ふはい): decay; depravity<br>腐る(くさる): (1) to rot; to go bad; to decay; to spoil; to fester; to decompose; to turn sour (e.g. milk) (2) to corrode; to weather; to crumble (3) to become useless; to blunt; to weaken (from lack of practice) (4) to become depraved; to be degenerate; to be morally bankrupt; to be corrupt (5) to be depressed; to be dispirited; to feel discouraged; to feel down (6) indicates scorn or disdain for another's action (7) to lose a bet (8) to be drenched; to become sopping wet,1,14.0,肉,130.0,6.0,にく・にくづき
1390,脚,キャク、キャ、カク,あし,"skids, leg, undercarriage",脚本(きゃくほん): script; screenplay; scenario<br>脚色(きゃくしょく): dramatization (e.g. film); dramatisation<br>失脚(しっきゃく): losing one's standing; being overthrown; falling,1,11.0,肉,130.0,6.0,にく・にくづき
1391,尽,ジン、サン,つ.くす、-つ.くす、-づ.くし、-つ.く、-づ.く、-ず.く、つ.きる、つ.かす、さかづき、ことごと.く、つか、つき,"exhaust, use up, run out of, befriend, serve",尽くす(つくす): (1) to exhaust; to run out (2) to devote; to serve (a person); to befriend (3) to do to exhaustion<br>尽きる(つきる): to be used up; to be run out; to be exhausted; to be consumed; to come to an end,1,6.0,皿,108.0,5.0,さら
1392,僕,ボク,しもべ,"me, I (male)",僕(ぼく): (1) I; me (2) you (used addressing young children) (3) manservant<br>僕(しもべ): servant; manservant; menial,1,14.0,人,9.0,2.0,ひと・にんべん・ひとやね
1393,滑,カツ、コツ,すべ.る、なめ.らか,"slippery, slide, slip, flunk",円滑(えんかつ): smooth; undisturbed; uninterrupted; harmonious<br>滑らか(なめらか): (1) smooth (e.g. skin or ground); glassy; velvety (2) fluent; smooth (speaking); without a hitch<br>滑る(すべる): (1) to glide; to slide (e.g. on skis); to slip (2) to fail (an examination); to bomb (when telling a joke) (3) to drop; to go down; to come down; to fall (e.g. in status)<br>滑稽(こっけい): funny; humorous; humourous; comical; laughable; ridiculous; joking<br>滑らす(ずらす): (1) to shift; to slide (e.g. something away from something else); to move (e.g. something out of the way) (2) to put off; to delay; to postpone; to stagger (e.g. working hours),1,13.0,水,85.0,4.0,みず・したみず・さんずい
1394,孤,コ,,"orphan, alone",孤立(こりつ): isolation; being alone; being friendless<br>孤独(こどく): isolation; loneliness; solitude<br>孤児(こじ): orphan,1,9.0,子,39.0,3.0,こ・こへん
1395,炎,エン,ほのお,"inflammation, flame, blaze",炎(ほのお): flame; blaze,1,8.0,火,86.0,4.0,ひ・ひへん・れっか・れんが
1396,賠,バイ,,"compensation, indemnify",賠償(ばいしょう): reparations; indemnity; compensation,1,15.0,貝,154.0,7.0,かい・かいへん・こがい
1397,寿,ジュ、ス、シュウ,ことぶき、ことぶ.く、ことほ.ぐ,"longevity, congratulations, ones natural life",寿命(じゅみょう): life span,1,7.0,士,33.0,3.0,さむらい
1398,頑,ガン,かたく,"stubborn, foolish, firmly",頑固(がんこ): stubbornness; obstinacy<br>頑張る(がんばる): (1) to persevere; to persist; to keep at it; to hang on; to hold out; to do one's best (2) to insist that; to stick to (one's opinion) (3) to remain in a place; to stick to one's post; to refuse to budge<br>頑丈(がんじょう): solid; firm; stout; burly; strong; sturdy,1,13.0,頁,181.0,9.0,おおがい・いちのかい
1399,鎖,サ,くさり、とざ.す,"chain, irons, connection",閉鎖(へいさ): closing; closure; shutdown; lockout; unsociable<br>封鎖(ふうさ): (1) blockade (2) freezing (funds)<br>鎖(くさり): chain; chains,1,18.0,金,167.0,8.0,かね・かねへん
1400,彩,サイ,いろど.る,"coloring, paint, makeup",色彩(しきさい): colour; color; hue; tints,1,11.0,彡,59.0,3.0,さん・さんづくり
1401,摩,マ,ま.する、さす.る、す.る,"chafe, rub, polish, grind, scrape",摩擦(まさつ): friction; rubbing; rubdown; chafe<br>摩る(さする): (1) to pat; to stroke (2) to rub off; to polish; to grind; to graze; to scrape (3) to be equal to (4) to be about to reach,1,15.0,手,64.0,4.0,て・てへん
1402,励,レイ,はげ.む、はげ.ます,"encourage, be diligent, inspire",奨励(しょうれい): encouragement; promotion; message; address; inducement; incitement; stimulation<br>激励(げきれい): encouragement<br>励ます(はげます): to encourage; to cheer; to raise (the voice)<br>励む(はげむ): to be zealous; to brace oneself; to endeavour; to endeavor; to strive; to make an effort,1,7.0,力,19.0,2.0,ちから・りきづくり
1403,輝,キ,かがや.く,"radiance, shine, sparkle, gleam, twinkle",輝く(かがやく): to shine; to glitter; to sparkle,1,15.0,車,159.0,7.0,くるま・くるまへん
1404,蓄,チク,たくわ.える,"amass, keeping a concubine, phonograph",貯蓄(ちょちく): savings<br>蓄積(ちくせき): accumulation; accumulate; store<br>蓄える(たくわえる): (1) to store; to lay in stock (2) to have a beard; to grow a beard,1,13.0,艸,140.0,6.0,くさ・くさかんむり
1405,軸,ジク,,"axis, pivot, stem, stalk, counter for book scrolls",軸(じく): axis; stem; shaft; axle,1,12.0,車,159.0,7.0,くるま・くるまへん
1406,巡,ジュン,めぐ.る、めぐ.り,"patrol, go around, circumference",巡査(じゅんさ): police; policeman<br>巡る(めぐる): (1) to go around (2) to return (3) to surround (4) to concern (usu. of disputes)<br>お巡りさん(おまわりさん): policeman,1,6.0,巛,47.0,3.0,かわ・まがりがわ・さんぼんがわ
